ID	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10
1182|0	0.3737620247003679	0.32033270676365	0.07367986662389274	0.10957380643299723	0.0	0.30968465405732354	0.05677551991050931	0.16613661082934467	0.05777586248159268	0.3110469201631365	0.08023716003960592	0.16567815227344934	0.0	0.13683403801580077	0.0	0.0	0.32368453687404475	0.13568173423242802	0.0	0.2903787075700305	0.5814548253018649	0.5150015508382986	0.4896253969060152	0.47948852474546744	0.5780261991799607	0.37656533447218465	0.38556374781023545	0.5385168194529936	0.4090082012366149	0.3073376885066636
2807|0	0.16121493606595055	0.161197452744137	0.07415419385858989	0.0	0.0	0.0	0.0	0.08360307239246084	0.0	0.0	0.1615074020318656	0.0	0.0	0.0	0.1364453028502184	0.08438725157688322	0.0	0.0	0.0	0.0	0.789139837705959	0.4787523499102552	0.614620833702332	0.7129816421962851	0.2089382760827635	0.5032327214072088	0.5799529241055242	0.42884064862819876	0.3607922638183342	0.16779348362012902
5281|0	0.1173401050648551	0.08799553488694546	0.0	0.0	0.26908755390278666	0.2552115304306962	0.2495401630877918	0.31946459845929126	0.1904526568262095	0.08544472523964618	0.4408236603016627	0.09102372202748378	0.0	0.0	0.0	0.27639523629198876	0.1778325681734407	0.14908732734531638	0.1915010961626557	0.21271242182799416	0.4823452641021878	0.3394346538593171	0.5484101613368599	0.4892153111301342	0.5304822410781002	0.3714963492555006	0.54118442870553	0.4135621480576719	0.2565153945012242	0.28890657824862315
3989|0	0.19806436587337647	0.148532164748262	0.0	0.05080728356973058	0.0	0.07179743292711842	0.2632572540661008	0.11555156527598594	0.0	0.14422652265788904	0.0	0.0768217983648621	0.0	0.0	0.0	0.0	0.0750431722117489	0.0	0.1616222482268481	0.0	0.6449819075912229	0.4133471225782646	0.5595032771119774	0.772392890550991	0.5098239675175347	0.3836479902739778	0.4688226000692114	0.5639018929221447	0.31231996666673933	0.4271665570946623
1255|0	0.10430175673300988	0.0782178341181512	0.07196367356502627	0.2140431029190965	0.0	0.0	0.0	0.08113343153803815	0.0	0.15190091982853893	0.15673646159947144	0.08090954159787338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1890766951617287	0.6478128187969671	0.494262872102109	0.5075337427856492	0.5362351624942062	0.7048974433409544	0.20572271995411343	0.45227178348155694	0.7058395655063618	0.39022461660248126	0.22342947103436903
2810|0	0.0	0.1638661857114965	0.0	0.05605247711190821	0.16703253234056217	0.0	0.058087030722009415	0.08498717785857168	0.0	0.0	0.0	0.0	0.0	0.0	0.13870424721787977	0.17156867932062625	0.0	0.0	0.0	0.0	0.6156826111916633	0.3483369673596168	0.43389738671389905	0.6744443813039063	0.5256659625303713	0.15222216050076506	0.5818409121030821	0.42403226025491514	0.13844921863713383	0.6234662909991223
3936|0	0.15044796623124693	0.0	0.06920170007683765	0.10291405286820703	0.07666920245865078	0.0	0.05332477758964231	0.15603904351621625	0.0	0.07303547313959637	0.15072089943977898	0.23341267421337802	0.38210591869743843	0.0	0.0	0.15750265683066697	0.07600285283701938	0.38230552422903974	0.0	0.0909099556895087	0.632879852782954	0.2939448783810146	0.6188231967841797	0.6155860040738744	0.5264205082044378	0.3252167791583536	0.6301572863508321	0.6336596896158632	0.44381746419674706	0.3143938195375546
882|0	0.06983200743119478	0.26184162877392947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050850275654632036	0.05246901919001653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1898856586193172	0.7264319904547144	0.7805284268160773	0.6270478511101427	0.4050170217105019	0.5274837754778613	0.8216490535822089	0.7282562640002684	0.003060608233612361	0.6377705492700534	0.7325655717311003
3176|0	0.0	0.0	0.0	0.1673636331531784	0.0	0.07883567329647666	0.17343848125224862	0.042292995155974754	0.0	0.0	0.08170311899211649	0.0	0.20713282271383043	0.27866808059154413	0.0	0.0	0.0	0.0	0.0	0.19712268052741283	0.6260651050086459	0.3343773945089955	0.45226410933566613	0.6600189084410847	0.48411363740391683	0.3027639295457666	0.5525119230117156	0.4517391579311915	0.5500205952805806	0.22917993918799945
899|0	0.0	0.09630613490892449	0.0	0.19765630349959784	0.0	0.27931458239954454	0.5462151833591091	0.049947990067862665	0.0	0.0	0.0	0.0	0.0	0.16455337899673994	0.2445544799924291	0.20166596671614614	0.2919415284602015	0.0	0.20958711627746132	0.46560342453035036	0.2711335146459618	0.3445775833888528	0.5283543736697973	0.5116385807710682	0.3891789967092903	0.3635046545496928	0.3544615028244946	0.40081905751202695	0.29964966929202824	0.2650361548181717
3920|0	0.10601669917373728	0.23851170438918137	0.0	0.10878121310302644	0.0	0.0	0.056364838746355256	0.24740231249371541	0.0	0.46319548086517087	0.15931354197113218	0.08223986633153223	0.20194494440416022	0.27168851997938737	0.06729593878955237	0.08324096466655907	0.08033579769217189	0.0	0.0	0.0	0.5613709410093211	0.340829771406652	0.5541065938582139	0.6341371611574579	0.4357639872158419	0.37123999517290024	0.5136455896405757	0.48443274907585876	0.46691454457322196	0.354488486008036
2009|0	0.04626639334992562	0.06939206382790107	0.0	0.0	0.0	0.0	0.0983919635630388	0.0	0.0	0.06738053055992752	0.0	0.14356010079146264	0.17626023646558267	0.23713335789536344	0.0	0.0	0.0	0.0	0.0	0.08387103943080516	0.7448093197551275	0.6302898434287723	0.30693821657616854	0.47844952578996336	0.9295657955964837	0.4340156875185035	0.2583043032618252	0.7509440809635122	0.7280392203549374	0.04421844475973488
5129|0	1.0	0.0	0.11499274767608154	0.08550635100479058	0.0	0.12083181917575703	0.08861000072888847	0.06482267899037912	0.0	0.0	0.12522676711371472	0.0	0.0	0.0	0.5289727885169425	0.3925842122765304	0.5051770039895306	0.0	0.0	0.15106544469629957	0.1375162377376757	0.15094795274556266	0.1432529288341317	0.3050417828908983	0.27944656637369264	0.17449245110617342	0.21372289193862043	0.2588398835504809	0.16017319634376384	0.17383751397005187
4428|0	0.0	0.18223905049135863	0.0	0.0	0.0	0.0	0.0	0.09451603776360872	0.0	0.05898543836030566	0.0	0.18851043630554631	0.15429957625766594	0.31138256739168163	0.05141864219343063	0.0	0.0	0.0	0.1321998060377878	0.0	0.6750706469891087	0.5164717022008567	0.7770109615077474	0.6044926680345564	0.43017769215341517	0.38723752907942965	0.8595617421186714	0.7908468399014682	0.41343013906820836	0.41220631208570374
1764|0	0.20828251778691076	0.1041299650568684	0.0	0.0	0.0	0.10066862210679758	0.07382365621165154	0.2700286157961768	0.150248748611926	0.20222290289908887	0.6259811123702307	0.0	0.5289934108198912	0.0	0.26442188215937246	0.43609828360718295	0.10521953831898767	0.0	0.4532275979091225	0.2517143293755568	0.33633732585011067	0.23093298056509326	0.2809194014607521	0.5301491135626124	0.4214443638971235	0.3287636150295506	0.38655280082721144	0.3417402663545174	0.23810965461889713	0.19147834639824815
4231|0	0.05740162128912038	0.0	0.3960462091858686	0.058898438138299036	0.17551330075034255	0.0	0.1220725849024401	0.4465112244422354	0.0	0.5851820278588942	0.17251726706693585	0.6233906901791078	0.21868191162872322	0.2942057553952167	0.0728733496288788	0.09013988110874017	0.17398787440187696	0.0	0.0	0.4162272694238182	0.51268859321935	0.46633632982492673	0.4579620915435078	0.42916776989429756	0.43252439979521073	0.48923870821501	0.4392466689467371	0.31569669783272725	0.3298238253043997	0.38004057300588484
4581|0	0.3535010718035026	0.0	0.5691008337437438	0.06045317345239993	0.18014630521355474	0.0	0.0	0.4124679570049212	0.12750252454166527	0.1716082887743351	0.0	0.27421982687398355	0.0	0.0	0.0	0.09251929320859151	0.267870918541172	0.4491433681583951	0.3846132727176737	0.21360718645045854	0.5263282616541856	0.40221619689596533	0.46771203480842055	0.5315645231361544	0.46983956355180945	0.2995662723308666	0.4885229980438635	0.44353718447782015	0.3325103030741853	0.2681136372404144
