ID	CIDH920105.lag1	CIDH920105.lag2	CIDH920105.lag3	CIDH920105.lag4	CIDH920105.lag5	CIDH920105.lag6	CIDH920105.lag7	CIDH920105.lag8	CIDH920105.lag9	CIDH920105.lag10	BHAR880101.lag1	BHAR880101.lag2	BHAR880101.lag3	BHAR880101.lag4	BHAR880101.lag5	BHAR880101.lag6	BHAR880101.lag7	BHAR880101.lag8	BHAR880101.lag9	BHAR880101.lag10	CHAM820101.lag1	CHAM820101.lag2	CHAM820101.lag3	CHAM820101.lag4	CHAM820101.lag5	CHAM820101.lag6	CHAM820101.lag7	CHAM820101.lag8	CHAM820101.lag9	CHAM820101.lag10	CHAM820102.lag1	CHAM820102.lag2	CHAM820102.lag3	CHAM820102.lag4	CHAM820102.lag5	CHAM820102.lag6	CHAM820102.lag7	CHAM820102.lag8	CHAM820102.lag9	CHAM820102.lag10	CHOC760101.lag1	CHOC760101.lag2	CHOC760101.lag3	CHOC760101.lag4	CHOC760101.lag5	CHOC760101.lag6	CHOC760101.lag7	CHOC760101.lag8	CHOC760101.lag9	CHOC760101.lag10	BIGC670101.lag1	BIGC670101.lag2	BIGC670101.lag3	BIGC670101.lag4	BIGC670101.lag5	BIGC670101.lag6	BIGC670101.lag7	BIGC670101.lag8	BIGC670101.lag9	BIGC670101.lag10	CHAM810101.lag1	CHAM810101.lag2	CHAM810101.lag3	CHAM810101.lag4	CHAM810101.lag5	CHAM810101.lag6	CHAM810101.lag7	CHAM810101.lag8	CHAM810101.lag9	CHAM810101.lag10	DAYM780201.lag1	DAYM780201.lag2	DAYM780201.lag3	DAYM780201.lag4	DAYM780201.lag5	DAYM780201.lag6	DAYM780201.lag7	DAYM780201.lag8	DAYM780201.lag9	DAYM780201.lag10
3053|0	0.6365043313933838	0.3209817538367761	0.30851245997226306	0.46225901967164773	0.49805435950240085	0.6202576586741593	0.33472222833326315	0.4057879412086173	0.740537528379932	0.5384292698885752	0.4966352884045892	0.42791663371812727	0.479604078620642	0.284216433507138	0.4411484348994802	0.47911168404820126	0.30360571590346597	0.4201181090064817	0.5779506123268421	0.6022302860538153	0.3392704956745298	0.14390520533658052	0.22400552154885567	0.19174957895662403	0.41697099261872167	0.3983638856547566	0.34728180399624414	0.11309188663089231	0.3343227458014766	0.6007492715986174	0.43326537246064345	0.5115409409901696	0.31699870681834863	0.3826435963777116	0.5308100007304036	0.5209352705924473	0.47492372051547915	0.3804771841230228	0.34474925288363023	0.5042745017048871	0.22543017516431407	0.1355913610638029	0.14288130533206755	0.13389628869346146	0.30612316901435366	0.32248498067577386	0.38023983305200326	0.06156113102349653	0.30925686391681356	0.5065094775774387	0.3297538520305015	0.1775319807236878	0.13982278265606732	0.152968723989273	0.3618191020725645	0.369874778397713	0.3059761551790936	0.19585521920765814	0.3257561896539902	0.5037961519814494	0.23541465900508843	0.42856478993032526	0.2624339814300316	0.28257493499554975	0.33204353420202976	0.42457542038468665	0.25512846151734303	0.4497696412600987	0.5243905192799077	0.4311360388063582	0.6058547693179068	0.2627719415557338	0.41422897591140007	0.4673811409844213	0.5961764238599694	0.4254607226375271	0.3584664519548727	0.35578595360495147	0.4290212366852013	0.3018490700614916
1822|0	0.40401137972807066	0.16019362578688662	0.6844310068394799	0.35096824106036817	0.253781622374909	0.9213676969537028	0.5545756804580676	0.0	0.5550631708888506	0.8203495225149187	0.305263028919446	0.41016932802669115	0.4645955562699555	0.507249811733306	0.46681166194478135	0.8980173278217827	0.21172388859221136	0.11977691507246463	0.6345392491467577	0.6499183006535949	0.26046710277222407	0.4343110657727117	0.32516987933957764	0.4714513427169077	0.15774017153154352	0.4595477051823957	0.301954893286224	0.33774500761282256	0.1856898946703134	0.5598543402852743	0.33443252606053003	0.5949508102825345	0.4191542420427858	0.5306988910847863	0.4713670292806161	0.5264937159077344	0.4454217549007738	0.4794032864888363	0.5080609384124973	0.6200407915817795	0.20677482286106688	0.4189579134470218	0.1917448770183721	0.3757693704741688	0.08210652643888341	0.39939731374124665	0.2956665219162083	0.31133412982875336	0.13645887701303322	0.4308090614886731	0.20031223539285714	0.3833235884880366	0.23512171771882212	0.35995634857718134	0.07613302477424949	0.4610058095655696	0.2628239104621325	0.31513532826544005	0.16582945599751703	0.4838208796549473	0.0	0.5686650709724097	0.25078163749289645	0.10678558776410035	0.30254013305526256	0.4741230531380394	0.33392945885880454	0.4315751973310676	0.5077185227515714	0.3153016587985623	0.5564739335244365	0.486546523634264	0.35337058963882007	0.05265365080844325	0.33711214199838774	0.08302695173295893	0.5132513231143432	0.5655643366838023	0.6946740805252225	1.0
1027|0	0.5011104282870559	0.17385266906767294	0.46481070193156543	0.6951236466335982	0.3029210850328835	0.2041302986924122	0.6150598269418132	0.4611895328628402	0.45982229572021616	0.36990869226983747	0.4768938251286711	0.4429287696166034	0.2929427838704728	0.38413257250954813	0.5633906001087469	0.48414967923169727	0.5318106585026884	0.4396326001936144	0.45123569564344523	0.547698182808477	0.29976726054648184	0.2836370490884495	0.39874709048708606	0.356339348811296	0.2904436611526374	0.30529205223649963	0.39342067177225876	0.26574835560278964	0.3238899233159869	0.4677816639559374	0.413246843258496	0.6017091990136126	0.4710863049313308	0.4524000067160319	0.41130490737744835	0.5481633259453306	0.30865752037121796	0.25135195804876587	0.47450827615072444	0.3863779552847263	0.25514613311691686	0.2874141944504354	0.3545415250924617	0.28512185702696324	0.2548927575875508	0.3002566541482854	0.41267726311947117	0.24389326961369961	0.32712687498581705	0.38567421790722756	0.3724400856199921	0.34127290514105796	0.36713026793887304	0.29312450295686765	0.2920368042683389	0.33168768914917585	0.409247188083228	0.3696663603251389	0.29232840668174614	0.37343362359930604	0.2910436152374966	0.43124261058822594	0.45847552074025166	0.31152622327296875	0.2886725459623588	0.43670495157935485	0.3983420655074817	0.4840053289593318	0.40098000071905865	0.3794158834654311	0.5083435415984058	0.32834222555230197	0.32559366518536187	0.41319050750111747	0.5177052889318317	0.38146808072646476	0.5870080530375799	0.5576868973631038	0.48310444161586386	0.18000184919013879
1311|0	0.5931632809194087	0.32018330709576	0.47364947765884474	0.47557913422375236	0.48540443820833706	0.4452888199075472	0.4293504979281779	0.4770073751338556	0.7507513583625139	0.4520820780355729	0.4920268313488526	0.514613647290971	0.38022858289102146	0.31646818619868905	0.3898018715837875	0.5612920403221664	0.45401183688406693	0.3852318293317608	0.6504193435053203	0.4566300257476728	0.30919953137682765	0.31317226202723714	0.46571964521675624	0.2991642690250034	0.3518693909955487	0.423039203181092	0.34630830150005065	0.28649737442243856	0.4623363388555828	0.44081446617825565	0.3902727275919823	0.620544218291613	0.4766913327526652	0.46925143196408803	0.48097037787847935	0.5451733322140484	0.4852361412044477	0.5006266609269984	0.34366136353642657	0.5306277770802895	0.24460318017708688	0.2961461590769976	0.359692730443625	0.22594415545032537	0.2915166908428005	0.3242255708148801	0.3462703680827336	0.28370604633729224	0.41096795788231555	0.37300539374325775	0.27814372115158836	0.2722813323368392	0.3839065955050749	0.2118279344696731	0.28202799638819015	0.3523515286213473	0.30523179004689444	0.3348461433446572	0.4290817447317391	0.343328664711771	0.23829506602216474	0.4548895402700302	0.37372997028253246	0.2570071980644227	0.3639310444357039	0.40699179865515595	0.3273041259461891	0.5240448224593417	0.4665818855978311	0.3459405873888964	0.6351956762509103	0.35201819874347895	0.6641942931356573	0.4747578294477319	0.5320786648342747	0.49771002581960216	0.4710454479276064	0.42017172095570354	0.5851560929858644	0.2790780946617243
2612|0	0.43465632575462976	0.568915386547852	0.39886113205537593	0.5835279515626597	0.38839607994734954	0.4618073819050903	0.45031787351179675	0.49525502912822733	0.5186303461995179	0.36225023507337234	0.6989558977151404	0.5239166482331247	0.5222896227220839	0.592190557627693	0.623936798451971	0.5310711937631096	0.4141907279584196	0.6274279129712309	0.46363642711870345	0.44833107140928	0.14998033680158607	0.4637831814250549	0.267146165596028	0.4551999863436686	0.25983639853352464	0.4132493382310104	0.2958235384364129	0.3358724322210995	0.4467780091770934	0.48276695884969123	0.35537470405591204	0.5933688386701188	0.37511330220343914	0.5955544171874522	0.4008351234204175	0.608554006351465	0.38497999592143956	0.40540376691251906	0.322778411780314	0.5971511282966219	0.11821970967037104	0.40106238983794557	0.11690603378288003	0.37672910494763123	0.13046370797133788	0.3381246522963891	0.24316027112390187	0.3673118279569891	0.4129834576664059	0.4489320388349514	0.14133896420103115	0.44173366341567544	0.16989061601254107	0.42492546703684425	0.18472833815454792	0.3650835445975186	0.23464029724096797	0.4389169627612903	0.4123343678594643	0.4024789178658568	0.1940669583659767	0.5076321825375407	0.2662291957157409	0.43663278030368347	0.21139163454104293	0.4528726763779434	0.2430623522589777	0.6684819516756908	0.5260441832505993	0.4117374533590049	0.3280764309058465	0.3707844557018347	0.43298359320444163	0.4133078607707003	0.5336830970716624	0.33947319532345555	0.43405512012290753	0.42693866850814594	0.6534141517705003	0.22942642248187298
1532|0	0.41056763279643116	0.27457852101640745	0.4556601166833289	0.6833543804954991	0.3690699381728105	0.24119340609674858	0.6262640912161255	0.6621059240140663	0.578503216657627	0.4083314753650986	0.7105171134024661	0.44595514654174956	0.419273893633966	0.5185150109301407	0.6672110349037982	0.40446230950077017	0.28732250478461785	0.5065010008799836	0.8092180285083321	0.6695323331352746	0.12784742022947024	0.31284520408663846	0.41500607417406044	0.36012203807289256	0.42757639051115093	0.2878049674889626	0.4309150613187515	0.11699352703584495	0.7102126372889374	0.4173649792977053	0.4925583791316924	0.6494172420045845	0.49683477936955944	0.4878956712504654	0.42959024094281345	0.6129507671207315	0.5245765405626472	0.5828512144329353	0.5232002000198319	0.6556408334015877	0.03273220547075778	0.2639036597972646	0.2696041434885888	0.24686577454311712	0.32161376624440674	0.18075257884120238	0.41185910835515815	0.07697331740342483	0.7689124893155119	0.30649406688241637	0.16302585633850342	0.28411516225722533	0.31743782802825293	0.2562873462012916	0.33237982316994147	0.22478177671600977	0.4049555153483713	0.2310644582520333	0.6231648994959582	0.39780202878454185	0.2271603755665593	0.37217400659902916	0.4006650695893316	0.2254587667908179	0.2773526261577252	0.3543488405065713	0.3620390451652466	0.42271635908873323	0.8697979446287296	0.3626739043604219	0.45701082103539253	0.21515877600498648	0.6044438396611888	0.5128907389286681	0.49967293000702157	0.5291838188750525	0.4255132141028157	0.3366786874344611	0.652589267769813	0.3933647695656925
2729|0	0.4610800301444191	0.5113384699782175	0.4625356462984738	0.5953491351273875	0.5279318109385557	0.4589521545524441	0.5305904221697803	0.5043257944748695	0.6151747209088737	0.45894868733252364	0.38530718480624715	0.3878661275756373	0.4181498827328719	0.5236188153158546	0.5674935001202996	0.3389668636558099	0.342470819637331	0.5000474897402684	0.548108239882984	0.4408272487316604	0.3233806665268787	0.2843172610819475	0.42806354837116656	0.3564434024315558	0.34904359823715714	0.2783267979113625	0.2790819451704037	0.2896413300550932	0.39798161675271754	0.43843906284426165	0.40349165605577053	0.5543426689727788	0.43069774062925764	0.4733196937798781	0.4662524613716464	0.5408522120114458	0.48172393759129845	0.46114188289308267	0.3670263765038889	0.4893478190830972	0.219440519058929	0.1982717771589638	0.2939390579426887	0.2541917788710035	0.24035080532284603	0.19828040273622935	0.24329000709367146	0.29308482676224595	0.3590247318207016	0.33234752302713466	0.30905492341640006	0.2867986611840935	0.339059427826789	0.2677023875035781	0.27956386829324426	0.21647594284821986	0.22286298607160218	0.34746289889882065	0.2992177267147475	0.3492584413631187	0.28983636470815216	0.4569531416252122	0.39059745819720376	0.2427777660116297	0.347275083690119	0.3944919664378283	0.3218199987027323	0.4856470640625525	0.44199267804058284	0.3593685971008508	0.5430492417070195	0.47938196945880623	0.49314772286677194	0.4167052924235475	0.570397398376586	0.38468409907882606	0.3475159486736567	0.4406250799253177	0.4478787240762185	0.32682366678886837
3902|0	0.5604472669712478	0.3372114601971767	0.40571655640320936	0.23587379515845577	0.4619085216868486	0.32476929292673895	0.44104400187968523	0.6287682190974314	0.6448755493332288	0.17897358181752315	0.48155890009407604	0.5891188323168558	0.5937808237193773	0.39677645108665804	0.758221136877451	0.549422364194846	0.4186100893239181	0.34557639810844043	0.6417948203172056	0.46057820855614984	0.3049387538450483	0.3313299238553713	0.2656682002995935	0.31250406081143256	0.2620563559540503	0.3165076972016386	0.21041075562482467	0.3408652618901433	0.47065750914501775	0.5411442635692386	0.325493370151497	0.5295652956334357	0.37851160180693366	0.564133747102888	0.46018334713116354	0.4776337842300604	0.4461815995381476	0.4918716835822969	0.34288236766594804	0.2873307545466448	0.18589599525548586	0.28642563213925915	0.11303259464172954	0.26971386401277464	0.16931285158584886	0.2593559866835036	0.17454309203162208	0.3348739830460259	0.41656013696315963	0.4684530744336569	0.27930298532559356	0.30945565298264255	0.17185094875863918	0.25612826495853913	0.19259093842708613	0.2494035545997383	0.20042153895404569	0.43492448044481885	0.47193727890821857	0.3954476040206648	0.24293637226170847	0.3846098691146899	0.4260341008809363	0.29588550216297793	0.3244346849204982	0.29337841644513546	0.3977894260954725	0.5343395022098857	0.4930822180045885	0.38443992088584783	0.49321585517623723	0.4288251199523836	0.40791292612365404	0.5053239632709366	0.7290924257791168	0.5840562523223086	0.5397122646712996	0.41795369264102467	0.4751524083874857	0.43059737246892105
1971|0	0.29448879543024076	0.5088517698539702	0.5472770291431764	0.15555142147673306	0.5071360236140894	0.3922162470244727	0.5074890499195766	0.29402459274065296	0.766443377591344	0.3464482024816333	0.4255397722329896	0.46695210191640235	0.4276823485573587	0.39283765934425524	0.6397218380059339	0.6630976841968164	0.3623705168050365	0.453727165599571	0.5625356354145756	0.44338792335115873	0.2266722477374643	0.31778810970148874	0.4325521819289206	0.33746844352402794	0.3776515763932164	0.32953189317601567	0.3229158140744247	0.2247519195286697	0.4559118077011394	0.5309469320782416	0.4184869725693003	0.6772302181886372	0.46217722560456814	0.533435909616168	0.4110405721187267	0.5350250381439855	0.4044776327170443	0.4690550983255412	0.29868796033289263	0.5346293144820136	0.14482629459687238	0.28483981343174714	0.32157421745797876	0.2538346209063977	0.22036577031865945	0.2606378907894233	0.28282441409779546	0.2085179495932183	0.4095430443037496	0.46073786407766987	0.1868178999032554	0.34129993253788937	0.32841738984446506	0.2253457786942539	0.2940907387073761	0.2338171822060912	0.25643916097129427	0.2629086823215561	0.413021668758442	0.4784650590035946	0.30397950561974385	0.5520121321184279	0.41275680581855584	0.1458506778829979	0.24863181158333514	0.1835192652560963	0.12515539173347695	0.2099451995099394	0.5285194905787601	0.3285662725395933	0.5749068495812142	0.4200939607539851	0.3529573901199955	0.3501940800295955	0.6721450390383543	0.3975300028930603	0.3954921285795387	0.22459836386023752	0.3056340858846385	0.24925233880525507
2623|0	0.9109981701402081	0.5743718975708271	0.6223811396411653	0.5132495083176906	0.419657554189028	0.4712600538452584	0.4333000403821319	0.343365415354681	0.44827799224520704	0.21100461162414416	0.5284006845844695	0.6409251254451079	0.5000677404237062	0.35344780124633035	0.4495412917733758	0.4255594137896197	0.1890730241221989	0.2904298267178774	0.42061513752258584	0.3782513952550717	0.2699922021258132	0.37513650240681035	0.2998549535206928	0.3453885886535854	0.27284170384855155	0.4667054926817921	0.3404638279453311	0.33735954824161685	0.38214510625044057	0.4476848453445024	0.3977084678796673	0.5873010195818619	0.4486684367311309	0.4764465208794992	0.42686254436617627	0.5049917013595108	0.45938451654445495	0.45903647039244744	0.36591629526727776	0.4766574235903334	0.18278756492153778	0.3033109972408356	0.22081656278592263	0.2524434906342578	0.20055443236688583	0.3299085447518463	0.3468776818433581	0.3279291119076064	0.3414522835177747	0.40170134073046687	0.35080126765229447	0.36281268629226815	0.3246011410572165	0.27698997708220147	0.28484698207326037	0.37436796109324855	0.3496370305276559	0.3987313639552934	0.39294884059885515	0.365839625051786	0.29699433839434936	0.49126534267645283	0.4667328944095889	0.30426959801111797	0.3312191807609761	0.46442241593739825	0.2716707225177354	0.5250128956362655	0.5171677682765377	0.33219694391681087	0.6120262418272137	0.39074544562397284	0.3619061111276805	0.3448433592718575	0.538517979689759	0.516018582292402	0.36480018080993154	0.4466946085577636	0.4120533261874455	0.2785276604022349
