ID	CIDH920105.lag1	CIDH920105.lag2	CIDH920105.lag3	CIDH920105.lag4	CIDH920105.lag5	CIDH920105.lag6	CIDH920105.lag7	CIDH920105.lag8	CIDH920105.lag9	CIDH920105.lag10	BHAR880101.lag1	BHAR880101.lag2	BHAR880101.lag3	BHAR880101.lag4	BHAR880101.lag5	BHAR880101.lag6	BHAR880101.lag7	BHAR880101.lag8	BHAR880101.lag9	BHAR880101.lag10	CHAM820101.lag1	CHAM820101.lag2	CHAM820101.lag3	CHAM820101.lag4	CHAM820101.lag5	CHAM820101.lag6	CHAM820101.lag7	CHAM820101.lag8	CHAM820101.lag9	CHAM820101.lag10	CHAM820102.lag1	CHAM820102.lag2	CHAM820102.lag3	CHAM820102.lag4	CHAM820102.lag5	CHAM820102.lag6	CHAM820102.lag7	CHAM820102.lag8	CHAM820102.lag9	CHAM820102.lag10	CHOC760101.lag1	CHOC760101.lag2	CHOC760101.lag3	CHOC760101.lag4	CHOC760101.lag5	CHOC760101.lag6	CHOC760101.lag7	CHOC760101.lag8	CHOC760101.lag9	CHOC760101.lag10	BIGC670101.lag1	BIGC670101.lag2	BIGC670101.lag3	BIGC670101.lag4	BIGC670101.lag5	BIGC670101.lag6	BIGC670101.lag7	BIGC670101.lag8	BIGC670101.lag9	BIGC670101.lag10	CHAM810101.lag1	CHAM810101.lag2	CHAM810101.lag3	CHAM810101.lag4	CHAM810101.lag5	CHAM810101.lag6	CHAM810101.lag7	CHAM810101.lag8	CHAM810101.lag9	CHAM810101.lag10	DAYM780201.lag1	DAYM780201.lag2	DAYM780201.lag3	DAYM780201.lag4	DAYM780201.lag5	DAYM780201.lag6	DAYM780201.lag7	DAYM780201.lag8	DAYM780201.lag9	DAYM780201.lag10
1182|0	0.31797968583061775	0.4796816363511499	0.5200039655872676	0.41341038292266885	0.4091225901304979	0.5371369138656285	0.5762434248412868	0.35112106467157944	0.46742355109118333	0.5939160165260449	0.4245504154667496	0.4168112804711138	0.3803665706411233	0.6500004998386237	0.38146321705246633	0.5225920942839364	0.5676258214938166	0.4551063479186738	0.48803793375960935	0.48592119782478016	0.282620333918934	0.3620995770583123	0.39260123339461933	0.4212312067809789	0.3160103321211721	0.46811960607629766	0.4629321244037402	0.3652960113696239	0.5622142281052155	0.499269815986922	0.4962248751790237	0.5787754599895489	0.39206307037684257	0.580121245154963	0.4823421302698202	0.3853441104573972	0.4705692403875782	0.5276855119480167	0.44601816382316667	0.6740875843579952	0.2205910009358634	0.2637217934314939	0.26689666633888903	0.29651906604211375	0.22065861859646302	0.3715856219654662	0.41874967153252146	0.3286387117486537	0.49844906179718707	0.48386431478968794	0.3021546858192244	0.34042209823168357	0.2892118095734851	0.34011516932765457	0.2701990435476622	0.3827102396485147	0.3601847581466418	0.34748302625829103	0.48349021251915364	0.4199484429223302	0.3349049429820704	0.3809955934737297	0.22543353381968104	0.22495546626298848	0.32359060827284064	0.4369267027473253	0.48675673253133794	0.3156513450158401	0.3901752345693761	0.5168779925837924	0.6098571180534266	0.6228057791741046	0.4770986068534458	0.5289203997296091	0.6657095719844357	0.5582002774659579	0.476830851042661	0.47328758509226343	0.5478109595731483	0.5586688178651915
2807|0	0.36080755701319633	0.6597462160427328	0.4030508337636682	0.4824941828152597	0.4729539753914347	0.611393743573844	0.4423166683572739	0.5077491515253791	0.4009005676938086	0.5809204373683629	0.39446849256346217	0.56334649599114	0.44057885231222216	0.5994507487582583	0.5765075626448753	0.2894596242528677	0.5080554587885905	0.565712257625253	0.43188600210828343	0.2842389041964838	0.2621198439495601	0.445794982304466	0.4335378383682056	0.40719925186802747	0.4690237567336697	0.5292279948318289	0.3879765142361943	0.3947748555641908	0.5366542677326486	0.5972186127528375	0.7428261281752419	0.8835205472547192	0.5327132940655156	0.7696128153247604	0.6340870566115928	0.45692607007795755	0.7288642187798484	0.609015615093143	0.6634341843650505	0.7136551369518643	0.2273094593485929	0.3855906602515454	0.32327705445470123	0.33061309253690013	0.4130069768992502	0.4542737425586696	0.36770797089526797	0.3309294146832635	0.47829968782518206	0.6098055178652193	0.28797443531925015	0.4646937598519173	0.3675477777022733	0.41696378379254617	0.30241488374206554	0.5263263525042978	0.3118668472803266	0.40425008352403463	0.41613271866974155	0.5482601926586591	0.41842424525515826	0.5058458701725166	0.3257492370902806	0.49055177815649054	0.21034039876962085	0.4263222601296337	0.4968675516229981	0.29094461987227593	0.23936560682007885	0.5128559599668792	0.453463283683498	0.2531072525615054	0.2820887142473679	0.8025419968851693	0.6133494163424124	0.2291786595239475	0.07194320213407662	0.7323072312368881	0.7345079386346887	0.4345164925220243
5281|0	0.48916931954594434	0.5577488607857704	0.3429041669151064	0.388361623164161	0.4913019800256938	0.4038513600169051	0.4389595957758344	0.466498483905445	0.46535780107073055	0.6336246519513173	0.43238194418558396	0.5919750018215103	0.15658784723803162	0.5290193247812646	0.31282481387599614	0.40447725479341257	0.3883147356734439	0.45663218993194005	0.6084466073282662	0.5292657435628929	0.24969984758805824	0.41593805426028646	0.39484968509680374	0.4208360827813901	0.24631562897701242	0.44443004928173047	0.36103812774640165	0.3533058912105304	0.5562215751166917	0.5087189523400684	0.487450311686534	0.4671519607437121	0.37595461469499003	0.5327269246975109	0.39826235857481873	0.334536408662446	0.5201849952927392	0.46713397648163296	0.37200779266326645	0.6092320022248741	0.19231587786480567	0.3309814131812937	0.3181877123613074	0.3262917664277528	0.16791339474088632	0.39275576335041373	0.29540902231404725	0.3179439043805196	0.5190351716961499	0.47345529406260234	0.2901432657603461	0.39357657143099606	0.3500246100302862	0.3269236178962678	0.1970292653355655	0.39039430381867984	0.27052016650038024	0.31249668485471443	0.4972654297066434	0.4470510597549703	0.41037735311664675	0.49532899398036123	0.2797562078331526	0.32629587821294803	0.2846872675332277	0.4064977734703662	0.3663472165519419	0.31281391755362087	0.4676162243812736	0.5249680646230509	0.4308383623481288	0.533005891927435	0.5470482227656988	0.3966811858949	0.5960283817807277	0.5112725525366498	0.4164177441499366	0.46933432955789994	0.4893146647015475	0.5361226501070302
3989|0	0.5883920606008313	0.6595343605909672	0.6021224766349393	0.3894222312338975	0.6667271008695826	0.7158824111834169	0.5876250865517348	0.506741713219184	0.5404199306800407	0.5815405730930165	0.6025026869695952	0.47774648102928385	0.42612660012377723	0.6867672638800149	0.5467480584285538	0.573732057838761	0.628556159677612	0.5823835952112588	0.6198333188025588	0.4466242699358647	0.33168058628369884	0.3771636842815181	0.4263869810391623	0.38419397994123927	0.3859655907727004	0.37954936915447246	0.4614857776728398	0.3142638320994082	0.6052664252035147	0.5071325232032781	0.41959847555333035	0.5541156580524739	0.3340905554333501	0.5227096939206679	0.42577390393801434	0.3485541717421414	0.4907741940599001	0.4884733656130239	0.34404393160201885	0.6901389338632785	0.18086186677476795	0.2798414045222028	0.27649003718515397	0.222794010191741	0.2536627205663957	0.2877683388818735	0.38953099695561644	0.21920163978038973	0.573156087408949	0.46531145923276185	0.3502373654210354	0.3869122175445555	0.28472888327490625	0.30136899039505866	0.3302044084732616	0.32959958228451025	0.3796013908420312	0.2956144194525729	0.5404526691433883	0.4498422923381478	0.35819468089590767	0.4826687361025325	0.18226476184348395	0.3107179690687674	0.35233416198105766	0.46295845812986447	0.4133367242857528	0.33183714941265813	0.48460440067963506	0.5041208062916671	0.44587712645106536	0.46451781422319344	0.6263963036972968	0.36715993492027116	0.686590661478599	0.5665064817138777	0.3043246734259571	0.6058976719217759	0.5660481007570173	0.4203427948818238
1255|0	0.21235484504061483	0.6440333519672075	0.3274838536029084	0.45251837611481227	0.33814375101911087	0.5450420304827094	0.5309174924914992	0.3538701693199077	0.5525229785719628	0.5705010195747614	0.26422118458083277	0.6356863796106141	0.265060502186578	0.6600373417900904	0.3846675636937187	0.610804291487003	0.4716024995873221	0.583569742521221	0.5038950732747348	0.433456895355522	0.4807539119676866	0.37424395215247497	0.355783883367071	0.39613665298865913	0.4947230244242127	0.5144606548792956	0.4702206793494963	0.3207103684025545	0.46523049135180183	0.4526673812418038	0.4999628582306045	0.5618054292088798	0.29033917270929904	0.47256761960402643	0.4125166525362442	0.36277321096826937	0.5203362965862984	0.49404425740694646	0.46030519908747963	0.6194355127944797	0.39552272299517877	0.2641636150632547	0.23260543430169375	0.28567557445438885	0.3791984142859741	0.44315703238329796	0.4005861044954456	0.24930319436134657	0.4082819979188345	0.47467338631517736	0.4715988219272739	0.3744889961707826	0.21807112106501725	0.3152283383896232	0.4243159875218953	0.45489030840919575	0.3477086162928872	0.2571298252197929	0.3613698671791624	0.35963122833084166	0.4754558317950015	0.42068886620579005	0.019280622749679066	0.2378862961774582	0.3489163438383418	0.5420739880156572	0.34199446885936446	0.3158859520281761	0.39576006635340194	0.5378087729313565	0.4315095632890188	0.4690883560696356	0.5760874914253332	0.4860271301473327	0.551193774319066	0.6633670466424135	0.23519267917080827	0.498437299310699	0.6806860052254302	0.3820243217139345
2810|0	0.5797916683835451	0.6948228584464785	0.7215336954940752	0.41898621521156143	0.6795838051582772	0.6797849117964263	0.5246224800765625	0.5805118036414092	0.5663080669725818	0.5066107596991413	0.6787289433643852	0.6715425399283876	0.8147642246809028	0.7977870716025974	0.6148227131093082	0.746899631463734	0.670909200320868	0.4589529266049069	0.7658497729236188	0.5195670703907076	0.3543228555235244	0.38902852802702825	0.47294350255291917	0.26007853693105093	0.36787176253944087	0.5988317102212342	0.36923579177561405	0.5370675129684007	0.6569484904731769	0.3008704642941974	0.5254709580774295	0.6739180916526394	0.5390727792900795	0.634963013054621	0.3649500139186255	0.08116584484602962	0.5610875444323814	0.0	0.21111448818834744	0.5471124525731527	0.2938796837509755	0.33303468144207593	0.35771291256978477	0.2266311830355426	0.2808035254253726	0.4834978762484215	0.3023900008900804	0.5234579071023099	0.6852278876170655	0.33166892808683857	0.4283583655162565	0.43597866400529145	0.4336878403532546	0.2859905991762932	0.3511766542475364	0.5334981618200898	0.35115669291507673	0.5725772194012466	0.6580874223240712	0.3279172917132632	0.36945513815161857	0.5400954435705096	0.4720785383385112	0.39122766386667285	0.4939910070262914	0.43068638046419316	0.5652277457297882	0.39297607845207	0.5129947374888245	0.5035694999459984	0.5168353636238381	0.4830083169577632	0.6823490278730518	0.30438829144789215	0.663533073929961	0.1244337061992834	0.23691313839271225	0.5994509140728688	0.0	0.06979870928088516
3936|0	0.4326337485261118	0.5249460813983381	0.4349393378462333	0.2972267229277406	0.43533292547087565	0.679674641310024	0.30888153107262417	0.31325332654356264	0.3821639688356985	0.5377632348368029	0.6409082279811857	0.5437231490219026	0.26918694066283183	0.3852296010269479	0.4109482401261495	0.38568753165791547	0.33803004296821304	0.16359587809965004	0.3763180073287944	0.43317238009839126	0.3543770100964603	0.3105547276943137	0.2712329404294237	0.23880687534503486	0.45106353833255025	0.4429242298288484	0.3776778912142795	0.12442081128243343	0.4547623493389297	0.4308056089099511	0.4249536315831669	0.5169161712998803	0.37678754930656555	0.48879863453525596	0.454709582383339	0.4032791564591833	0.4323051409922111	0.4449831597097306	0.40143897501566284	0.6543126207088169	0.2523725308294808	0.2755112326021764	0.16182542397089333	0.1875638523104211	0.3736203665282969	0.36368220804565654	0.37092215032649756	0.13269913587652352	0.4310489073881374	0.47032325005986114	0.3466775823189915	0.2896338905645596	0.18481282652926628	0.20103163338408153	0.39741981945300153	0.44640008053557745	0.3261182838811735	0.10789976514824848	0.3779900657545183	0.3954107689889511	0.31237916607646127	0.4407718949419824	0.22474182859348857	0.1864387571256984	0.37161711973250044	0.5297910889218221	0.37373776282568427	0.2669738706969321	0.36997397345016503	0.5359395945439415	0.2775855014591441	0.5854269617996007	0.23519965925020117	0.5800319601006823	0.5149056950831269	0.6287558192309589	0.3230839514522895	0.34509940669200934	0.4212098881221946	0.6734064861347121
882|0	0.44420619174870074	0.5972568226912086	0.32287233014208033	0.38249735920738476	0.46896001019099126	0.5329449500987127	0.3679212809215721	0.5596787046933303	0.38990956515163844	0.4520997577136921	0.37855652830538195	0.11710525342111183	0.41347990981465466	0.8187695829632151	0.4047771800357073	0.13493998341546692	0.5298908707867497	0.9484177283954197	0.3989965839469284	0.14398081154478976	0.2476333121321449	0.10144775803043252	0.4588089587275024	0.48248140062173384	0.3482519829435978	0.09912847490945995	0.3900846254448269	0.6722130589967914	0.3348743918165481	0.3126210336588841	0.5999345939022365	0.6795828391745652	0.4462168396484654	0.6638597126468223	0.5327307809810302	0.4436400011119044	0.5974116164549382	0.6607523568316898	0.49603415072916834	0.7235739704093499	0.20082286869505808	0.06976241701726332	0.35140847540868586	0.3857998815503064	0.2653464506313154	0.06371254735392035	0.34450159540179026	0.6533920936273292	0.32086576482830387	0.34160108548168255	0.29239345849970555	0.24371925447726805	0.351236590731332	0.36803180908389277	0.2715358169864037	0.195366799831403	0.3268387543169944	0.5871029300097577	0.27555213155351677	0.3475075460674575	0.37888170753099215	0.4754426359730502	0.19811467084581894	0.29867930257091607	0.31256910170113006	0.47434125015739126	0.4222431150253499	0.3734351487002966	0.35684497201377924	0.5211037909061456	0.44300890415887595	0.4728966472560102	0.49616683401764966	0.3972672996686087	0.6199657587548637	0.3497866907664269	0.4000700212699318	0.5060099755961809	0.3728009646948482	0.5193607867240321
3176|0	0.12638090858794893	0.5910648331230766	0.3623793549236057	0.32843552221923306	0.387790904885395	0.8204038751494314	0.4141092558535435	0.5834002112592426	0.22593934133710097	0.7677554172689651	0.18372629516952405	0.498645406059662	0.18442587326619558	0.6213508210206421	0.2623487446482312	0.7613591209715678	0.43765476415907956	0.5318687633244245	0.18058556380727442	0.5684500564949355	0.2891306932560112	0.3338992318018614	0.3212222135081036	0.4016840436762113	0.2869381659805957	0.3381282443389215	0.36511295128573196	0.3770125785970636	0.3808011340905465	0.45948079529418334	0.5134134925579804	0.5905373094166259	0.38207707712109085	0.49943947607356476	0.4550921427990111	0.3373223430505474	0.45505455461022076	0.48086303258585966	0.41966427824086516	0.699602147968991	0.2097585204967463	0.25812144030768996	0.2293877980575518	0.2870912908709129	0.21327732416819725	0.19666226610033288	0.34488729693353787	0.3176558144964758	0.3979596253902185	0.46428765264586164	0.2913574235504478	0.31509832553192907	0.23518241305241294	0.3680358251629783	0.20429734221861273	0.30741256083608387	0.3109830306064003	0.3920702199607497	0.30668708136961687	0.4008541947334154	0.3693654252128666	0.4495841715293451	0.20935307052360858	0.24305234519708455	0.24477885906008634	0.4232309323018343	0.399958912274435	0.3444944910797845	0.41696280650314194	0.5233124527486771	0.3545762662905564	0.47872320770412913	0.5459771595281153	0.3371810105018761	0.6863370514483353	0.46392115112517124	0.33386306371273716	0.5401003981675727	0.5227091846988677	0.48622848801475116
899|0	0.7234686920024382	0.6591604766698445	0.5481139120889	0.49534928939897077	0.5972483582486825	0.675357389437367	0.7388401473110047	0.6160163541245838	0.5807377682937096	0.6476219889347945	0.6343179521060656	0.5516534441114259	0.4304056822838411	0.6840902354822149	0.5236787495507504	0.5882227336544816	0.6505668146483135	0.6923764264939547	0.6726493829704605	0.4667932681824494	0.3860386440861717	0.34046623855433406	0.3510744845103174	0.3188971697459495	0.32739350410528684	0.34549403163380465	0.40143962512678355	0.406202471712139	0.5411565677317631	0.4800625951852006	0.4925924636260137	0.47243518376917415	0.3449415620203869	0.5655622530132471	0.40019487379757546	0.35810112246744347	0.48810817721961297	0.4516207523803521	0.3801907229611535	0.667749418285229	0.3178730631499121	0.2665620753499563	0.23077931797148804	0.2349611192726881	0.2418807926145491	0.26019544254390997	0.3405576829012728	0.37799036080005616	0.49897190426638915	0.4762062415196744	0.3852497175141123	0.3492956136088137	0.2645343481140083	0.27159983137935606	0.2671086684764673	0.29882148598714836	0.31788598574830956	0.40594471208345706	0.4683971545518075	0.4162688449867027	0.3988274112829756	0.4207058276983967	0.18216231287264617	0.3033930641173846	0.32051009233503225	0.39495810626696826	0.43214360985025624	0.36476636254451517	0.42779376452350787	0.514687331245275	0.5436834704583142	0.5567226034841724	0.5024291022807231	0.48868131968156386	0.5550871906614785	0.51082895636454	0.5557528802085181	0.4991318059215262	0.5743111715108765	0.595970344191764
