ID	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4
1|1	0.045864902292871434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12115851989962916	0.08134818453258819	0.16356989443011374	0.41699476624448734	0.0	0.40674092266294104	0.0	0.10983345372504885	0.0	0.12160471553905323	0.0	0.0	0.03918086658422623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03317921081313553	0.08671295143599476	0.1246729783508342	0.2533103418473805	0.0	0.24453317749609274	0.0	0.07836173316845246	0.0	0.058778090321158875	0.0	0.0	0.6919913139679359	0.6164625510614372	0.4410921684612456	0.7366484531821571	0.2997817931337416	0.5948169988697827	0.46406730835529486	0.8091260174609577
3|1	0.04834822622830544	0.0	0.2033512240482357	0.0	0.34734093409112915	0.0	0.11226751527536556	0.07520835191069736	0.0	0.17150545329537553	0.2586394126454837	0.18838828465955024	0.0	0.0	0.1746192092390762	0.3473409340911292	0.10409037407943111	0.0	0.39845224912437643	0.2886437269317429	0.00987991141754885	0.0	0.05137413840701796	0.0	0.38560452127493977	0.0	0.004208081592159715	0.05019914447781964	0.0	0.04373135939197157	0.04715661327782316	0.027375064377644545	0.0	0.0	0.017954481459881454	0.059279468505293094	0.037576975203979415	0.0	0.0614622054429609	0.0730630112222503	0.613445685604883	0.5068211362028553	0.7325963392102713	0.6212066159400692	0.28909886612748154	0.5596443825869402	0.5808920485765249	0.7212262817746651
4|1	0.1304365060739098	0.152962141716892	0.1371530314548333	0.0	0.0	0.1025637034906617	0.15144074126906423	0.07608796187644737	0.0	0.23134842625699123	0.11629527406438182	0.21176845178881654	0.0	0.0	0.0588871643371672	0.31235849718909126	0.03510259261305253	0.08645878124704463	0.0	0.0	0.06829982190609811	0.05757712171784164	0.08878734726168948	0.0	0.0	0.0463379551662672	0.014545232804432547	0.13013499626058075	0.0	0.15115743107159602	0.05433227337863999	0.07885158507680215	0.0	0.0	0.015514914991394716	0.13659964381219622	0.03247120097710341	0.02561539247916932	0.0	0.0	0.6152586266417013	0.6626326596184783	0.7357102750010068	0.757122589839228	0.2716497456017037	0.5762579037195269	0.6122354706772621	0.68055420721295
7|1	0.07692241671475733	0.9922712403893689	0.161766716340636	0.16342801374423013	0.0	0.12096993667167164	0.08930925979334249	0.05982854633370015	0.10160063240460697	0.20464991649760805	0.06858289755529284	0.0	0.14758110128970212	0.0	0.0	0.09210370320545039	0.0	0.0	0.0	0.07653908177278455	0.04648829186473818	0.4310887145668106	0.12086626284537218	0.007425162419705793	0.0	0.06307988290646618	0.009900216559607919	0.11810189288235594	0.019683648813725984	0.15432801822327286	0.036981276261211504	0.0	0.0749291359345027	0.0	0.0	0.04648829186473817	0.0	0.0	0.0	0.05729765593146859	0.5985866474315007	0.7680195724899372	0.6820383955185049	0.5594545136491627	0.34522073152926774	0.66418002668156	0.5596082350706992	0.5241783857496167
8|1	0.1551324304041024	0.0	0.0	0.0	0.0	0.0	0.0	0.060329278490484264	0.20490194807538695	0.0	0.691568988358826	0.10074527629649307	0.0	0.45858383152176485	0.0	0.185749121487735	0.0	0.0	0.0	0.0	0.09631478713477298	0.0	0.0	0.0	0.0	0.0	0.0	0.12234218785962633	0.040780729286542104	0.0	0.38309040924048543	0.044477853206428726	0.0	0.20037127805137808	0.0	0.09631478713477298	0.0	0.0	0.0	0.0	0.49633762663950004	0.5743007062769416	0.5215081537508162	0.24774630267248435	0.31639951179913645	0.8276320331002679	0.5457756297925505	0.3496465837739496
9|1	0.10622600818460429	0.18685594478526793	0.1116958701240356	0.037614318138156126	0.0	0.0	0.12333161862228006	0.10327528573503192	0.0	0.2826112937333507	0.04735477477292231	0.24144654865485635	0.10190105786474359	0.07850313714815296	0.04795703740564445	0.06359530256839645	0.0	0.07041104887595968	0.0	0.10569664181232244	0.05927906864523781	0.07495886640962988	0.07706068780663003	0.00157801995271001	0.0	0.0	0.012624159621680335	0.1882455220035737	0.0	0.19678978984125828	0.02357814759526234	0.09581207903253286	0.047772559653442945	0.03083073508100338	0.01346577026312569	0.029639534322618906	0.0	0.022232219159151453	0.0	0.07306251838753969	0.7548294198877463	0.7716554787632179	0.6554806706166567	0.6476706302191252	0.33845689335620227	0.6054932064656882	0.5386273833350476	0.6440237437465323
11|1	0.19506022987438773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4637675668180273	0.3377999335056375	0.0	0.38440905988215796	0.0	0.0	0.0	0.0	0.0	0.0	0.1800158829202121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3818720416483497	0.22168198684154314	0.0	0.24966753014292245	0.0	0.0	0.0	0.0	0.0	0.0	0.5956002241353126	0.7298270867280316	0.5201309186748594	0.18928549015699128	0.41031729174269965	0.7713153785460705	0.53200090101682	0.3194174800111172
12|1	0.06622877862425623	0.2071096224328459	0.09285210131505972	0.031268555182770386	0.026433195205361262	0.41661151576801253	0.25631207167618475	0.03434084817554027	0.17495253214836226	0.07831101976396299	0.31492590299601686	0.057346587333153995	0.08470973312139395	0.06525918313663581	0.07973279031738872	0.10573278082144506	0.023764326979544573	0.0	0.0	0.04393248955096082	0.033742709990381904	0.07585410194781539	0.05848576908610314	0.001197649712121056	0.0731638449783478	0.18314169953442538	0.023952994242421605	0.057148122835450336	0.02857406141772516	0.04978501375452455	0.14315845186275933	0.02077636392619177	0.03625733135881723	0.02339921046678285	0.02043988842019977	0.04499027998717588	0.021389344550389038	0.0	0.0	0.027725664673441744	0.6253487670443588	0.7129648008198726	0.7271381410572977	0.9220059437384592	0.2838239831051473	0.6115265542576737	0.5098781624158141	0.7474680799421123
14|1	0.0528127621521398	0.0	0.0	0.0	0.0	0.0	0.12263443861728233	0.08215318556999525	0.4185367748069269	0.1873424822228696	0.37669666773195626	0.06859476514534893	0.0	0.0	0.190743766300551	0.252943221415327	0.0	0.0	0.0	0.7356940526710289	0.02962404026417922	0.0	0.0	0.0	0.0	0.0	0.012617560345699774	0.15051769336685214	0.07525884668342606	0.13112461202172035	0.1885265770005783	0.027360569512711784	0.0	0.0	0.05383492414165238	0.11849616105671688	0.0	0.0	0.0	0.5111702748322925	0.5360079227688551	0.6712662981646547	0.6109439106477739	0.5261322368432108	0.32668036470962286	0.8261531797160854	0.45162434638354665	0.46057896367011697
15|1	0.0	0.10492880943139532	0.18816818513300276	0.06336687266245813	0.3214070310923056	0.0	0.10388516074900159	0.10438948045763856	0.0	0.23805022594318462	0.0797761100433509	0.11621496023483818	0.0	0.13225012552399146	0.16158142074464737	0.4285427081230742	0.0	0.0	0.18435108254404306	0.35612319851023666	0.0	0.016093429115223348	0.04963405036073357	0.0010163875256290194	0.3725437510339331	0.0	0.004065550102516159	0.0727482817912566	0.0	0.06337520866650524	0.01518645886074447	0.017631897631496796	0.0	0.019857780941546423	0.017346347104068946	0.07636215980470328	0.0	0.0	0.02969021276881351	0.09411773552369371	0.5301041765006934	0.5585783734059148	0.7855157388960277	0.6838995741879245	0.25592400166386037	0.5677975934067493	0.5874217965076418	0.7463782966061454
16|1	0.09280404731671169	0.0	0.0	0.0	0.0	0.2918914981157544	0.0	0.07218092569077575	0.24515480141632268	0.0	0.1654854525291462	0.12053661976416365	0.0	0.2743361622606241	0.0	0.0	0.0	0.24605764344069253	0.0	0.0	0.07229423423013918	0.0	0.0	0.0	0.0	0.19619184302656043	0.0	0.18366099429727745	0.0612203314324258	0.0	0.11501962928370837	0.06677048111542574	0.0	0.15039941985407593	0.0	0.0	0.0	0.10845388067523914	0.0	0.0	0.45309549025124196	0.4083563196036479	0.37501003761219825	0.3450437137632346	0.4955882342005126	0.6339466623751474	0.3701934352335299	0.6090512903467011
17|1	0.09609105470538395	0.11268542810585562	0.20207808143937644	0.0	0.3451662998096679	0.0	0.11156463011715319	0.1121062304896146	0.0	0.34086338177240744	0.0	0.1248058814098143	0.0	0.14202640907183642	0.17352595220731695	0.34516629980966795	0.05171934220884994	0.0	0.1979788084018593	0.19122438966006947	0.020373846875686486	0.017175263839411738	0.05297055737846816	0.0	0.3975869387388246	0.0	0.004338845075410978	0.07763857688022412	0.0	0.09018056764507805	0.0	0.018817151499676124	0.0	0.021192663446330317	0.01851240565508684	0.06112154062705947	0.019372328012412548	0.0	0.03168605236967649	0.050222265497733856	0.6340646599498009	0.4780754952535741	0.7649318185745306	0.605895081378066	0.29044263018763633	0.5251609819221406	0.6157236527410952	0.722864800293475
18|1	0.22998353136188285	0.0	0.24182599994741233	0.0	0.13768635866735895	0.0	0.0	0.044719019987032774	0.0	0.20395489593783067	0.30757491075622634	0.22403201913044374	0.0	0.5098872398445766	0.20765778559685236	0.13768635866735895	0.0	0.0	0.0	0.22883743211780666	0.07713278781496605	0.0	0.10026988981618623	0.0	0.2508689135542413	0.0	0.0	0.04898829295957782	0.0	0.08535303410842265	0.09203830106133541	0.053429503130751434	0.0	0.1203490845013557	0.03504280428853174	0.038566393907483024	0.0	0.0	0.0	0.09506754840801439	0.5011921520328044	0.6146539123146447	0.5696529477711848	0.5878889393555263	0.3444946496879891	0.697741542417736	0.437404774758994	0.6369899595785887
19|1	0.19415903222251413	0.0	0.2722090684087606	0.0	0.15498530114043393	0.0	0.0	0.05033752687250366	0.0	0.34436974663217973	0.5770311431984628	0.16811963211701322	0.0	0.382633051813533	0.23374795256687694	0.15498530114043393	0.06966848586994569	0.0	0.266687146947771	0.0	0.05951335385770216	0.0	0.10315366703662082	0.0	0.25808394151078057	0.0	0.0	0.05039720368605597	0.0	0.1317117004485472	0.15780889423703906	0.036644095823017635	0.0	0.08254022826841327	0.03605064064830703	0.03967556923846811	0.03772523402460742	0.0	0.061704702718026416	0.0	0.6416772991761023	0.5677936561382151	0.5435272416846941	0.3333366054505212	0.40634642869249354	0.7170816841719928	0.41192343354606725	0.5584639411313502
20|1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05053242287390551	0.17162797478948216	0.11523435723459942	0.34755916968315165	0.3375411098387875	0.24930007749050676	0.0	0.0	0.0	0.0	0.17226003643911023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1678184606204614	0.055939486873487126	0.1461963045454592	0.3152942278469641	0.24404353027807116	0.21294311109264422	0.0	0.0	0.0	0.0	0.09909868653860186	0.0	0.0	0.6636973368653623	0.7205799081786814	0.2622443665318987	0.3906722940321608	0.38147346285081823	0.8937966473167301	0.3345745628407362	0.4425611083756048
